file,function,queryType,model,endpoint
"services/conversationThread.service.ts","mergeConversationInto","delete","conversation","(service/worker — no direct HTTP)"
"services/conversationThread.service.ts","consolidateWorkspaceWhatsAppDuplicates","findMany","contact","(service/worker — no direct HTTP)"
"services/conversationThread.service.ts","consolidateWorkspaceWhatsAppDuplicates","count","conversation","(service/worker — no direct HTTP)"
"services/conversationThread.service.ts","consolidateWorkspaceWhatsAppDuplicates","updateMany","conversation","(service/worker — no direct HTTP)"
"services/conversationThread.service.ts","consolidateWorkspaceWhatsAppDuplicates","updateMany","journeyExecution","(service/worker — no direct HTTP)"
"services/conversationThread.service.ts","consolidateWorkspaceWhatsAppDuplicates","updateMany","agentFlowSession","(service/worker — no direct HTTP)"
"services/conversationThread.service.ts","consolidateWorkspaceWhatsAppDuplicates","delete","contact","(service/worker — no direct HTTP)"
"services/conversationThread.service.ts","consolidateWorkspaceWhatsAppDuplicates","update","contact","(service/worker — no direct HTTP)"
"services/conversationThread.service.ts","consolidateWorkspaceWhatsAppDuplicates","findMany","conversation","(service/worker — no direct HTTP)"
"services/conversationThread.service.ts","consolidateWorkspaceWhatsAppDuplicates","deleteMany","agentFlowSession","(service/worker — no direct HTTP)"
"services/conversationThread.service.ts","consolidateWorkspaceWhatsAppDuplicates","deleteMany","message","(service/worker — no direct HTTP)"
"services/conversationThread.service.ts","consolidateWorkspaceWhatsAppDuplicates","delete","conversation","(service/worker — no direct HTTP)"
"services/conversationThread.service.ts","consolidateWorkspaceWhatsAppDuplicates","findMany","conversation","(service/worker — no direct HTTP)"
"services/facebookConnect.ts","connectWorkspaceFacebook","update","workspace","(service/worker — no direct HTTP)"
"services/facebookConnect.ts","getConnectedFacebookPage","findUnique","workspace","(service/worker — no direct HTTP)"
"services/facebookCredentials.ts","getWorkspaceFacebookPageCredentials","findUnique","workspace","(service/worker — no direct HTTP)"
"services/facebookCredentials.ts","getWorkspaceMetaUserToken","findUnique","workspace","(service/worker — no direct HTTP)"
"services/inboxScope.ts","validateInboxScopeForWorkspace","findMany","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/inboxScope.ts","validateInboxScopeForWorkspace","findMany","instagramAccount","(service/worker — no direct HTTP)"
"services/inboxScope.ts","validateInboxScopeForWorkspace","findMany","messengerAccount","(service/worker — no direct HTTP)"
"services/instagramConnect.ts","markAlreadyConnectedCandidates","findMany","instagramAccount","(service/worker — no direct HTTP)"
"services/instagramConnect.ts","completeInstagramConnect","findUnique","instagramAccount","(service/worker — no direct HTTP)"
"services/instagramConnect.ts","completeInstagramConnect","upsert","instagramAccount","(service/worker — no direct HTTP)"
"services/instagramConnect.ts","listInstagramAccounts","findMany","instagramAccount","(service/worker — no direct HTTP)"
"services/instagramContactProfile.ts","existing","update","contact","(service/worker — no direct HTTP)"
"services/instagramCredentials.ts","getWorkspaceInstagramCredentials","findFirst","instagramAccount","(service/worker — no direct HTTP)"
"services/instagramCredentials.ts","getWorkspaceInstagramCredentials","findFirst","instagramAccount","(service/worker — no direct HTTP)"
"services/instagramSync.ts","upsertSyncedThread","findFirst","contact","(service/worker — no direct HTTP)"
"services/instagramSync.ts","upsertSyncedThread","create","contact","(service/worker — no direct HTTP)"
"services/instagramSync.ts","upsertSyncedThread","findFirst","contact","(service/worker — no direct HTTP)"
"services/instagramSync.ts","(module)","findMany","message","(service/worker — no direct HTTP)"
"services/instagramSync.ts","(module)","create","message","(service/worker — no direct HTTP)"
"services/instagramSync.ts","(module)","update","message","(service/worker — no direct HTTP)"
"services/instagramSync.ts","(module)","update","conversation","(service/worker — no direct HTTP)"
"services/instagramSync.ts","syncInstagramConversationsForWorkspace","findMany","instagramAccount","(service/worker — no direct HTTP)"
"services/instagramWebhookHandler.ts","upsertInstagramInboundMessage","findFirst","message","(service/worker — no direct HTTP)"
"services/instagramWebhookHandler.ts","upsertInstagramInboundMessage","findFirst","contact","(service/worker — no direct HTTP)"
"services/instagramWebhookHandler.ts","upsertInstagramInboundMessage","create","contact","(service/worker — no direct HTTP)"
"services/instagramWebhookHandler.ts","upsertInstagramInboundMessage","findFirst","contact","(service/worker — no direct HTTP)"
"services/instagramWebhookHandler.ts","upsertInstagramInboundMessage","create","message","(service/worker — no direct HTTP)"
"services/instagramWebhookHandler.ts","(module)","update","message","(service/worker — no direct HTTP)"
"services/instagramWebhookHandler.ts","(module)","updateMany","conversation","(service/worker — no direct HTTP)"
"services/messagingReadReceipt.service.ts","applyMessagingReadReceipt","findFirst","message","(service/worker — no direct HTTP)"
"services/messagingReadReceipt.service.ts","applyMessagingReadReceipt","findMany","message","(service/worker — no direct HTTP)"
"services/messagingReadReceipt.service.ts","applyMessagingReadReceipt","findMany","message","(service/worker — no direct HTTP)"
"services/messagingReadReceipt.service.ts","applyMessagingReadReceipt","updateMany","message","(service/worker — no direct HTTP)"
"services/messengerConnect.ts","connectMessengerFromInstagramAccounts","findMany","instagramAccount","(service/worker — no direct HTTP)"
"services/messengerConnect.ts","connectMessengerFromInstagramAccounts","findMany","messengerAccount","(service/worker — no direct HTTP)"
"services/messengerConnect.ts","connectMessengerFromInstagramAccounts","upsert","messengerAccount","(service/worker — no direct HTTP)"
"services/messengerConnect.ts","listMessengerAccounts","findMany","messengerAccount","(service/worker — no direct HTTP)"
"services/messengerCredentials.ts","getWorkspaceMessengerCredentials","findFirst","messengerAccount","(service/worker — no direct HTTP)"
"services/messengerCredentials.ts","getWorkspaceMessengerCredentials","findFirst","messengerAccount","(service/worker — no direct HTTP)"
"services/messengerSync.ts","upsertSyncedThread","findFirst","contact","(service/worker — no direct HTTP)"
"services/messengerSync.ts","upsertSyncedThread","create","contact","(service/worker — no direct HTTP)"
"services/messengerSync.ts","upsertSyncedThread","update","contact","(service/worker — no direct HTTP)"
"services/messengerSync.ts","upsertSyncedThread","findMany","message","(service/worker — no direct HTTP)"
"services/messengerSync.ts","upsertSyncedThread","create","message","(service/worker — no direct HTTP)"
"services/messengerSync.ts","(module)","update","message","(service/worker — no direct HTTP)"
"services/messengerSync.ts","(module)","update","conversation","(service/worker — no direct HTTP)"
"services/messengerSync.ts","syncMessengerConversationsForWorkspace","findMany","messengerAccount","(service/worker — no direct HTTP)"
"services/messengerWebhookHandler.ts","upsertMessengerInboundMessage","findFirst","message","(service/worker — no direct HTTP)"
"services/messengerWebhookHandler.ts","upsertMessengerInboundMessage","findFirst","contact","(service/worker — no direct HTTP)"
"services/messengerWebhookHandler.ts","upsertMessengerInboundMessage","create","contact","(service/worker — no direct HTTP)"
"services/messengerWebhookHandler.ts","upsertMessengerInboundMessage","update","contact","(service/worker — no direct HTTP)"
"services/messengerWebhookHandler.ts","upsertMessengerInboundMessage","create","message","(service/worker — no direct HTTP)"
"services/messengerWebhookHandler.ts","upsertMessengerInboundMessage","update","message","(service/worker — no direct HTTP)"
"services/messengerWebhookHandler.ts","(module)","updateMany","conversation","(service/worker — no direct HTTP)"
"services/messengerWebhookHandler.ts","handleMessengerWebhookBody","findFirst","contact","(service/worker — no direct HTTP)"
"services/messengerWebhookHandler.ts","handleMessengerWebhookBody","findFirst","conversation","(service/worker — no direct HTTP)"
"services/metaAdsConnect.ts","connectWorkspaceMetaAds","findUnique","workspace","(service/worker — no direct HTTP)"
"services/metaAdsConnect.ts","connectWorkspaceMetaAds","update","workspace","(service/worker — no direct HTTP)"
"services/metaAdsConnect.ts","listWorkspaceMetaAdAccounts","findUnique","workspace","(service/worker — no direct HTTP)"
"services/metaAdsConnect.ts","selectWorkspaceMetaAdAccount","findUnique","workspace","(service/worker — no direct HTTP)"
"services/metaAdsConnect.ts","selectWorkspaceMetaAdAccount","update","workspace","(service/worker — no direct HTTP)"
"services/metaAdsConnect.ts","getConnectedMetaAdsAccount","findUnique","workspace","(service/worker — no direct HTTP)"
"services/metaAdsConnect.ts","fetchMetaAdCampaigns","findUnique","workspace","(service/worker — no direct HTTP)"
"services/metaAdsConnect.ts","setCampaignStatus","findUnique","workspace","(service/worker — no direct HTTP)"
"services/metaAdsConnect.ts","createCTWACampaign","findUnique","workspace","(service/worker — no direct HTTP)"
"services/metaDeauth.service.ts","purgeMetaUserChannelData","findMany","instagramAccount","(service/worker — no direct HTTP)"
"services/metaDeauth.service.ts","purgeMetaUserChannelData","findMany","messengerAccount","(service/worker — no direct HTTP)"
"services/metaDeauth.service.ts","purgeMetaUserChannelData","findMany","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/metaDeauth.service.ts","purgeMetaUserChannelData","findFirst","instagramAccount","(service/worker — no direct HTTP)"
"services/metaDeauth.service.ts","purgeMetaUserChannelData","deleteMany","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/metaDeauth.service.ts","purgeMetaUserChannelData","findMany","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/metaDeauth.service.ts","purgeMetaUserChannelData","update","workspace","(service/worker — no direct HTTP)"
"services/metaDeauth.service.ts","purgeMetaUserChannelData","update","workspace","(service/worker — no direct HTTP)"
"services/onboarding.ts","ensureSuperAdminOnboardingComplete","updateMany","user","(service/worker — no direct HTTP)"
"services/onboarding.ts","getOnboardingState","findUnique","user","(service/worker — no direct HTTP)"
"services/onboarding.ts","getOnboardingState","findUnique","workspace","(service/worker — no direct HTTP)"
"services/onboarding.ts","saveOnboardingStep","findUnique","user","(service/worker — no direct HTTP)"
"services/onboarding.ts","saveOnboardingStep","$transaction","$transaction","(service/worker — no direct HTTP)"
"services/onboarding.ts","saveOnboardingStep","update","user","(service/worker — no direct HTTP)"
"services/onboarding.ts","saveOnboardingStep","update","workspace","(service/worker — no direct HTTP)"
"services/onboarding.ts","completeOnboarding","update","user","(service/worker — no direct HTTP)"
"services/planUsageGuards.ts","getLimitSnapshot","findUnique","workspaceUsageLimits","(service/worker — no direct HTTP)"
"services/planUsageGuards.ts","countConnectedChannels","findUnique","workspace","(service/worker — no direct HTTP)"
"services/planUsageGuards.ts","countConnectedChannels","count","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/planUsageGuards.ts","countConnectedChannels","count","instagramAccount","(service/worker — no direct HTTP)"
"services/planUsageGuards.ts","countConnectedChannels","count","messengerAccount","(service/worker — no direct HTTP)"
"services/planUsageGuards.ts","assertAiAgentCreateAllowed","count","aiAgent","(service/worker — no direct HTTP)"
"services/planUsageGuards.ts","countSentEmailsThisMonth","count","emailLog","(service/worker — no direct HTTP)"
"services/platformOrganizationAdmin.ts","suspendWorkspace","findUnique","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizationAdmin.ts","suspendWorkspace","update","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizationAdmin.ts","reactivateWorkspace","findUnique","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizationAdmin.ts","updateWorkspaceLimits","findUnique","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizationAdmin.ts","updateWorkspaceLimits","upsert","workspaceUsageLimits","(service/worker — no direct HTTP)"
"services/platformOrganizationAdmin.ts","setWorkspaceAgentEnabled","findFirst","aiAgent","(service/worker — no direct HTTP)"
"services/platformOrganizationAdmin.ts","setWorkspaceAgentEnabled","update","aiAgent","(service/worker — no direct HTTP)"
"services/platformOrganizationAdmin.ts","getWorkspaceAuditTrail","findUnique","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizationAdmin.ts","getWorkspaceAuditTrail","findMany","trialExtensionLog","(service/worker — no direct HTTP)"
"services/platformOrganizationAdmin.ts","createWorkspaceImpersonationSession","findUnique","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizationAdmin.ts","createWorkspaceImpersonationSession","findUnique","user","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadLatestCustomPlanInvoices","findMany","billingInvoice","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","getPlatformOrganizationStats","count","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","getPlatformOrganizationStats","findMany","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","getPlatformOrganizationStats","findMany","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","getPlatformOrganizationById","findUnique","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadWorkspaceOperations","findUnique","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadWorkspaceOperations","findMany","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadWorkspaceOperations","findMany","instagramAccount","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadWorkspaceOperations","findMany","messengerAccount","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadWorkspaceOperations","findMany","googleConnection","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadWorkspaceOperations","findMany","template","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadWorkspaceOperations","findMany","campaign","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","(module)","findMany","journey","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","(module)","findMany","aiAgent","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","(module)","count","template","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","(module)","count","template","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","(module)","groupBy","campaign","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","(module)","groupBy","journey","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","(module)","findUnique","workspaceUsageLimits","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadOrganizationDetail","findUnique","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadOrganizationDetail","findMany","billingInvoice","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadOrganizationDetail","findUnique","workspaceUsageLimits","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadOrganizationDetail","findMany","trialExtensionLog","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadOrganizationDetail","findFirst","billingSubscription","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","loadOrganizationDetail","findMany","campaign","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","getPlatformOrganizationUsageCost","findUnique","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","getPlatformOrganizationUsageCost","findFirst","billingSubscription","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","listPlatformOrganizations","count","workspace","(service/worker — no direct HTTP)"
"services/platformOrganizations.ts","listPlatformOrganizations","findMany","workspace","(service/worker — no direct HTTP)"
"services/platformSettings.service.ts","getPlatformConfig","findUnique","platformConfig","(service/worker — no direct HTTP)"
"services/platformSettings.service.ts","getPlatformConfig","create","platformConfig","(service/worker — no direct HTTP)"
"services/platformSettings.service.ts","updatePlatformConfig","upsert","platformConfig","(service/worker — no direct HTTP)"
"services/platformSettings.service.ts","listPlatformMessageTemplates","findMany","platformMessageTemplate","(service/worker — no direct HTTP)"
"services/platformSettings.service.ts","createPlatformMessageTemplate","create","platformMessageTemplate","(service/worker — no direct HTTP)"
"services/platformSettings.service.ts","updatePlatformMessageTemplate","update","platformMessageTemplate","(service/worker — no direct HTTP)"
"services/platformSettings.service.ts","deletePlatformMessageTemplate","delete","platformMessageTemplate","(service/worker — no direct HTTP)"
"services/razorpayCustomer.service.ts","getWorkspaceRazorpayContact","findUnique","workspace","(service/worker — no direct HTTP)"
"services/razorpayCustomer.service.ts","ensureRazorpayCustomer","update","workspace","(service/worker — no direct HTTP)"
"services/razorpayCustomer.service.ts","saveWalletPaymentCredentials","update","workspace","(service/worker — no direct HTTP)"
"services/razorpayCustomer.service.ts","saveWalletPaymentCredentials","upsert","workspaceWallet","(service/worker — no direct HTTP)"
"services/razorpayCustomer.service.ts","syncRazorpayTokenForWorkspace","findUnique","workspace","(service/worker — no direct HTTP)"
"services/razorpayCustomer.service.ts","enableWalletAutoRecharge","upsert","workspaceWallet","(service/worker — no direct HTTP)"
"services/razorpayPlanSync.ts","syncRazorpayPlanIds","findMany","subscriptionPlan","(service/worker — no direct HTTP)"
"services/razorpayPlanSync.ts","syncRazorpayPlanIds","update","subscriptionPlan","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","persistOutboundMessage","create","message","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","persistOutboundMessage","updateMany","conversation","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","applyAddTags","update","contact","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","runFlowFromIndex","findUnique","contact","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","runFlowFromIndex","updateMany","conversation","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","(module)","update","agentFlowSession","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","findMatchingAgent","findMany","aiAgent","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","loadForcedAgent","findFirst","aiAgent","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","processRuleBasedFlowInbound","findFirst","conversation","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","processRuleBasedFlowInbound","findUnique","agentFlowSession","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","processRuleBasedFlowInbound","update","agentFlowSession","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","processRuleBasedFlowInbound","update","agentFlowSession","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","(module)","create","agentFlowSession","(service/worker — no direct HTTP)"
"services/ruleBasedFlowEngine.ts","(module)","updateMany","aiAgent","(service/worker — no direct HTTP)"
"services/subscriptionPlans.ts","seedSubscriptionPlans","upsert","subscriptionPlan","(service/worker — no direct HTTP)"
"services/subscriptionPlans.ts","detachPlansFromTrialWorkspaces","updateMany","workspace","(service/worker — no direct HTTP)"
"services/subscriptionPlans.ts","listSubscriptionPlans","findMany","subscriptionPlan","(service/worker — no direct HTTP)"
"services/subscriptionPlans.ts","getSubscriptionPlanBySlug","findUnique","subscriptionPlan","(service/worker — no direct HTTP)"
"services/subscriptionPlans.ts","backfillWorkspaceUsageLimitsFromPlans","findMany","workspace","(service/worker — no direct HTTP)"
"services/subscriptionPlans.ts","backfillWorkspaceUsageLimitsFromPlans","upsert","workspaceUsageLimits","(service/worker — no direct HTTP)"
"services/superAdminWorkspace.ts","getSuperAdminWorkspaceSnapshot","findUnique","workspace","(service/worker — no direct HTTP)"
"services/trial.ts","expireTrialIfNeeded","findUnique","workspace","(service/worker — no direct HTTP)"
"services/trial.ts","expireTrialIfNeeded","update","workspace","(service/worker — no direct HTTP)"
"services/trial.ts","expireDueTrials","updateMany","workspace","(service/worker — no direct HTTP)"
"services/trial.ts","extendWorkspaceTrial","findUnique","workspace","(service/worker — no direct HTTP)"
"services/trial.ts","extendWorkspaceTrial","$transaction","$transaction","(service/worker — no direct HTTP)"
"services/trial.ts","extendWorkspaceTrial","update","workspace","(service/worker — no direct HTTP)"
"services/trial.ts","extendWorkspaceTrial","create","trialExtensionLog","(service/worker — no direct HTTP)"
"services/trial.ts","activateWorkspaceSubscription","findUnique","workspace","(service/worker — no direct HTTP)"
"services/trial.ts","activateWorkspaceSubscription","update","workspace","(service/worker — no direct HTTP)"
"services/trial.ts","backfillWorkspaceTrials","findMany","workspace","(service/worker — no direct HTTP)"
"services/trial.ts","backfillWorkspaceTrials","update","workspace","(service/worker — no direct HTTP)"
"services/url-fetch.service.ts","fetchUrlKnowledge","create","aiAgentKnowledgeItem","(service/worker — no direct HTTP)"
"services/url-fetch.service.ts","fetchUrlKnowledge","findFirst","aiAgentKnowledgeItem","(service/worker — no direct HTTP)"
"services/url-fetch.service.ts","fetchUrlKnowledge","create","aiAgentKnowledgeItem","(service/worker — no direct HTTP)"
"services/usageCost.service.ts","getWorkspaceUsageCost","findUnique","workspace","(service/worker — no direct HTTP)"
"services/usageCost.service.ts","getWorkspaceUsageCost","findMany","message","(service/worker — no direct HTTP)"
"services/usageCost.service.ts","getWorkspaceUsageCost","count","emailLog","(service/worker — no direct HTTP)"
"services/usageCost.service.ts","getWorkspaceUsageCost","findMany","template","(service/worker — no direct HTTP)"
"services/usageCost.service.ts","getWorkspaceUsageCost","findMany","aiAgent","(service/worker — no direct HTTP)"
"services/userProfile.ts","updateUserProfile","update","user","(service/worker — no direct HTTP)"
"services/userProfile.ts","updateUserAvatar","update","user","(service/worker — no direct HTTP)"
"services/userProfile.ts","changeUserPassword","findUnique","user","(service/worker — no direct HTTP)"
"services/userProfile.ts","changeUserPassword","update","user","(service/worker — no direct HTTP)"
"services/userSecurity.ts","ensureUserSecurityState","upsert","userSecurityState","(auth tokenVersion)"
"services/userSecurity.ts","bumpTokenVersion","update","userSecurityState","(auth tokenVersion)"
"services/wallet.service.ts","getWalletMonthSpentPaise","aggregate","walletTransaction","(service/worker — no direct HTTP)"
"services/wallet.service.ts","updateWalletSettings","findUnique","workspaceWallet","(service/worker — no direct HTTP)"
"services/wallet.service.ts","updateWalletSettings","update","workspaceWallet","(service/worker — no direct HTTP)"
"services/wallet.service.ts","run","$transaction","$transaction","(service/worker — no direct HTTP)"
"services/wallet.service.ts","run","$transaction","$transaction","(service/worker — no direct HTTP)"
"services/wallet.service.ts","listWalletTransactions","findMany","walletTransaction","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","scheduleWalletAutoRecharge","findUnique","workspaceWallet","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","processWalletAutoRecharge","update","workspaceWallet","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","processWalletAutoRecharge","updateMany","workspaceWallet","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","processWalletAutoRecharge","create","billingInvoice","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","processWalletAutoRecharge","$transaction","$transaction","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","processWalletAutoRecharge","update","billingInvoice","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","processWalletAutoRecharge","update","workspaceWallet","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","(module)","update","workspaceWallet","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","(module)","update","workspaceWallet","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","scanLowBalanceAutoRechargeWallets","findMany","workspaceWallet","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","completeWalletAutoRechargeFromWebhook","$transaction","$transaction","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","completeWalletAutoRechargeFromWebhook","findFirst","billingInvoice","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","completeWalletAutoRechargeFromWebhook","update","billingInvoice","(service/worker — no direct HTTP)"
"services/walletAutoRecharge.service.ts","completeWalletAutoRechargeFromWebhook","update","workspaceWallet","(service/worker — no direct HTTP)"
"services/whatsappAccounts.ts","ensureWhatsAppAccountsMigrated","count","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/whatsappAccounts.ts","ensureWhatsAppAccountsMigrated","findUnique","workspace","(service/worker — no direct HTTP)"
"services/whatsappAccounts.ts","ensureWhatsAppAccountsMigrated","create","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/whatsappAccounts.ts","listWhatsAppAccounts","findMany","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/whatsappCoexistenceWebhook.ts","handleSmbMessageEchoes","findFirst","message","(service/worker — no direct HTTP)"
"services/whatsappCoexistenceWebhook.ts","handleSmbMessageEchoes","create","message","(service/worker — no direct HTTP)"
"services/whatsappCoexistenceWebhook.ts","handleSmbMessageEchoes","update","message","(service/worker — no direct HTTP)"
"services/whatsappCoexistenceWebhook.ts","(module)","updateMany","conversation","(service/worker — no direct HTTP)"
"services/whatsappConnect.ts","connectWorkspaceWhatsApp","deleteMany","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/whatsappConnect.ts","connectWorkspaceWhatsApp","findUnique","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/whatsappConnect.ts","(module)","upsert","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/whatsappConnect.ts","(module)","update","workspace","(service/worker — no direct HTTP)"
"services/whatsappCredentials.ts","getWorkspaceWhatsAppCredentials","findUnique","workspace","(service/worker — no direct HTTP)"
"services/whatsappCredentials.ts","getWorkspaceWhatsAppCredentials","findFirst","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/whatsappCredentials.ts","getWorkspaceWhatsAppCredentials","findFirst","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/whatsappDisconnectCleanup.service.ts","purgeWhatsAppPhoneAccountData","count","whatsAppPhoneAccount","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","templateButtonUrlParameter","findMany","whatsAppPaymentRequest","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","templateButtonUrlParameter","findMany","whatsAppPaymentRequest","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","templateButtonUrlParameter","findFirst","contact","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","(module)","findFirst","template","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","(module)","create","whatsAppPaymentRequest","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","(module)","findFirst","whatsAppPaymentRequest","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","(module)","findFirst","template","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","(module)","findFirst","contact","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","(module)","update","whatsAppPaymentRequest","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","(module)","create","message","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","(module)","update","conversation","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","(module)","update","whatsAppPaymentRequest","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","(module)","findFirst","whatsAppPaymentRequest","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","(module)","update","whatsAppPaymentRequest","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","(module)","findFirst","whatsAppPaymentRequest","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","(module)","update","whatsAppPaymentRequest","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","entity","findFirst","whatsAppPaymentRequest","(service/worker — no direct HTTP)"
"services/whatsappPay.service.ts","paymentEntity","update","whatsAppPaymentRequest","(service/worker — no direct HTTP)"
"services/workspaceMemberAdmin.ts","resolveMembershipAccess","findUnique","workspaceMembership","(service/worker — no direct HTTP)"
"services/workspaceMemberAdmin.ts","assertTeamSeatAvailable","count","workspaceMembership","(service/worker — no direct HTTP)"
"services/workspaceMemberAdmin.ts","countWorkspaceAdmins","count","workspaceMembership","(service/worker — no direct HTTP)"
"services/workspaceMemberAdmin.ts","getWorkspaceOwnerUserId","findFirst","user","(service/worker — no direct HTTP)"
"services/workspaceMemberAdmin.ts","listWorkspaceMembersFormatted","findMany","workspaceMembership","(service/worker — no direct HTTP)"
"services/workspaceMemberAdmin.ts","addWorkspaceMember","findUnique","user","(service/worker — no direct HTTP)"
"services/workspaceMemberAdmin.ts","addWorkspaceMember","findUnique","workspaceMembership","(service/worker — no direct HTTP)"
"services/workspaceMemberAdmin.ts","addWorkspaceMember","create","workspaceMembership","(service/worker — no direct HTTP)"
"services/workspaceMemberAdmin.ts","addWorkspaceMember","create","user","(service/worker — no direct HTTP)"
"services/workspaceMemberAdmin.ts","updateWorkspaceMember","findFirst","workspaceMembership","(service/worker — no direct HTTP)"
"services/workspaceMemberAdmin.ts","updateWorkspaceMember","update","workspaceMembership","(service/worker — no direct HTTP)"
